/vref_c (temperature=0) X,/vref_c (temperature=0) Y,/vref_c (temperature=27) X,/vref_c (temperature=27) Y,/vref_c (temperature=100) X,/vref_c (temperature=100) Y,/vref_p (temperature=0) X,/vref_p (temperature=0) Y,/vref_p (temperature=27) X,/vref_p (temperature=27) Y,/vref_p (temperature=100) X,/vref_p (temperature=100) Y
0.07400000000000005,0.07392710031722859,0.07400000000000005,0.07396840788373636,0.07400000000000005,0.07397501894053994,0.07400000000000005,0.001716212900590828,0.07400000000000005,0.003967886443224719,0.07400000000000005,0.01874607753244744
0.07500000000000005,0.07492679843390004,0.07500000000000005,0.07496815228035296,0.07500000000000005,0.07497451612444747,0.07500000000000005,0.00176683512068762,0.07500000000000005,0.004070834201454634,0.07500000000000005,0.01910510143949722
0.07600000000000005,0.07592650813792703,0.07600000000000005,0.07596790150230466,0.07600000000000005,0.07597400390939228,0.07600000000000005,0.001818753533160455,0.07600000000000005,0.004175856286627182,0.07600000000000005,0.01946692523400732
0.07700000000000005,0.07692622897851385,0.07700000000000005,0.07696765541582823,0.07700000000000005,0.07697348198426897,0.07700000000000005,0.001872002354233413,0.07700000000000005,0.004282991252730507,0.07700000000000005,0.01983153323073548
0.07800000000000006,0.07792596050090406,0.07800000000000006,0.07796741393930071,0.07800000000000006,0.07797295002982683,0.07800000000000006,0.001926616455381557,0.07800000000000006,0.004392277736163981,0.07800000000000006,0.02019890874890665
0.07900000000000006,0.07892570232600529,0.07900000000000006,0.07896717692602719,0.07900000000000006,0.07897240771843918,0.07900000000000006,0.001982631268343211,0.07900000000000006,0.004503754380590145,0.07900000000000006,0.02056903412510419
0.08000000000000006,0.07992545403075103,0.08000000000000006,0.07996694433144441,0.08000000000000006,0.07997185471396946,0.08000000000000006,0.002040082816071829,0.08000000000000006,0.004617459766448887,0.08000000000000006,0.0209418907272996
0.08100000000000006,0.08092521524713292,0.08100000000000006,0.08096671602480085,0.08100000000000006,0.08097128684929229,0.08100000000000006,0.002099007683772141,0.08100000000000006,0.004733432444197411,0.08100000000000006,0.02131745897014606
0.08200000000000006,0.08192498561464194,0.08200000000000006,0.08196649194498497,0.08200000000000006,0.0819707062920806,0.08200000000000006,0.002159442994987388,0.08200000000000006,0.004851710817980756,0.08200000000000006,0.02169571833137267
0.08300000000000006,0.08292476481330285,0.08300000000000006,0.0829662720201365,0.08300000000000006,0.08297011384128908,0.08300000000000006,0.002221426386514314,0.08300000000000006,0.004972333099080743,0.08300000000000006,0.02207664736972588
